filename,zip_source,ground_truth,prediction,RecordedTime,birth_year,gender,nationality,language,proficiency,topik_score,topik_level,education,learning_period,korea_residency,purpose,learning_method,recording_level,DeliveryEval,LanguageUseEval,ContentEval
06874-F-94-EN-A-SPT102-2456161.wav,TS_Speech_sound_1.zip,제가 생각 했는 하는 기억에 남는 모임은 언어 교환 모임입니다. 제가 한국어를 공부를 위해서 런던에서 한국어 언어 교환 모임을 많이 가봤어요. 그 모임은 다양한 나라 사람이 되게 많아요. 중국 사람도 있고 영국 사람도 있고 인도 사람도 있고 그래 그래서 다양한 나라 사람들과 한국어로 많이 교류를 했습니다. 그리고 재미있는 이벤트도 되게 많아요. 언어 교환을 하면서 식당도 같이 갔고 맛있는 음식 많이 먹고 이렇게 특별히 기억에 남았습니다.,제가 생각하는 기억에 남는 모임은 언어 교환 모임입니다. 제가 한국어를 공부를 위해서 런던에서 한국어 언어 교환 모임을 많이 가봤어요. 그 모임은 다양한 나라 사람 되게 많아요. 중국사람도 있고 영국사람도 있고 인도사람도 있고 그래서 다양한 나라 사람들과 한국어로 많이 교류를 했습니다. 그리고 재미있는 이벤트도 되게 많아요 어 언어 교환 하면서 뭐 식당도 같이 갔고 맛있는 음식 많이 먹고 이렇게 특별히 귀엽게 나왔습니다,57.86,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ001-1500984.wav,TS_Speech_sound_1.zip,보통 하루에 여덟시간 자요.,보통 하루에 열덟 시간 자요,6.87,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,2,3,3
06874-F-94-EN-A-ATQ018-1501172.wav,TS_Speech_sound_1.zip,시간이 있을 때 보통 헬스장에 가요.,시간이 있을 때 보통 헬스장에 가요.,5.94,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-LAR012-1500807.wav,TS_Speech_sound_1.zip,그 식당은 음시 마시꼭 좋다고 한다.,그 식당은 음식 맛이 꼭 좋다고 한다.,4.55,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,3
06874-F-94-EN-A-ATQ013-1501071.wav,TS_Speech_sound_1.zip,스쿠버 다이빙을 할 수 있어요.,스쿠버 다이빙을 할 수 있어요.,4.92,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ017-1501153.wav,TS_Speech_sound_1.zip,여행 가기 전에 옷을 수건 세수연품 준비해야 해요.,여행 가기 전에 옷을 수건 세수연품 준비해야 해요.,8.36,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,2,3
06874-F-94-EN-A-ATQ003-1500998.wav,TS_Speech_sound_1.zip,생일이 십 월일이에요.,생일이 십월일이에요.,9.66,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,2,2,2
06874-F-94-EN-A-ATQ015-1501091.wav,TS_Speech_sound_1.zip,휴가 때 아이스랜드에 여행 가고 싶어요.,휴가 때 아이스랜드에 여행 가고 싶어요,6.04,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-SPT002-1521911.wav,TS_Speech_sound_1.zip,올해 인터네에서 천 바지를 몇 개 샀었어요. 근데 그 사이즈를 안 맞아서 맘 마음에 들지 않았어요. 그래서 인터네에서 환불을 했습니다.,올해 인터넷에서 천바지를 몇 개 샀었어요. 근데 사이즈를 안 맞아서 마음에 들지 않았어요. 그래서 인터넷에서 환불을 했습니다.,26.38,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,2,3,2
06874-F-94-EN-A-ATQ007-1501018.wav,TS_Speech_sound_1.zip,지금 영국에 살아요.,지금 영국에 살아요.,4.09,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ012-1501044.wav,TS_Speech_sound_1.zip,다음 주말에 여행을 갈 거예요.,다음 주말에 여행을 갈 거예요,4.18,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ014-1501080.wav,TS_Speech_sound_1.zip,한국 음식을 요리할 줄 알아요.,한국 음식을 요리할 줄 알아요.,4.92,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-EIG004-1733837.wav,TS_Speech_sound_1.zip,아내분은 웨딩 기념일을 위해서 요리를 준비하고 있는데 갑자기 남편이 전화를 왔어요. 야근해야 된다고 전에 했었는데 와이프는 쪼끔 서운했어요. 근데 알고 보니 남편분은 서프라이즈 준비를 했어요. 집에 남편분이 꽃줄과 케이크를 사 왔어요. 그래서 아내분들이 너무 놀래고 또 너무 즐거웠어요. 두 분 웨딩 기념일에 즐거운 얘기도 하고 되게 즐거운 시간을 보냈어요. 아내분들 아내분 준비한 요리를 같이 먹고 와인도 마셨어요.,아내분은 웨딩 기념일을 위해서 요리를 준비하고 있는데 갑자기 남편이 전화를 왔어요. 야근해야 된다고 전에 했었는데 와이프는 조금 서운했어요. 근데 어 알고보니 남편분은 서프라이즈 준비를 했어요. 어 집에 남편분이 꽃과 케이크를 사왔어요. 그래서 아내분들이 너무 놀래고 또 너무 즐거웠어요. 두 분 웨딩 기념일에 즐거운 얘기도 하고 즐거운 시간을 보냈어요. 아내분 준비한 요리를 같이 먹고 와인도 마셨어요.,73.0,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,4
06874-F-94-EN-A-LAR028-1500963.wav,TS_Speech_sound_1.zip,시험은 당신 말한 꺼만큼 어렵지 않았어요.,시험은 당신 말할 것만큼 어렵지 않았어요.,7.24,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,4
06874-F-94-EN-A-ATQ016-1501098.wav,TS_Speech_sound_1.zip,한국 음식 중에서 불고기가 제일 맛있어요.,한국 음식 중에서 불고기가 제일 맛있어요,7.99,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ010-1501032.wav,TS_Speech_sound_1.zip,지난 생일에 케익 생일 케이크를 선물을 받았어요.,지난 생일에 생일 케이크를 선물을 받았어요.,8.54,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ101-2356002.wav,TS_Speech_sound_1.zip,제 방 안에 킨 사이즈 침대가 하나 있습니다. 창문 창문이 두 개가 있습니다. 큰 창문 하나 하고 작은 창문 하나 있습니다. 화장실도 있습니다. 되게 넓어요. 모니터 책상도 있습니다. 의자가 두 개 있습니다. 이 모니터와 책상을 제가 논문을 쓰기 위해서 산 거예요.,"제 방 안에 퀸 사이즈 침대가 하나 있습니다. 창문이 두 개가 있습니다. 큰 창문 하나하고 작은 창문 하나 있습니다. 화장실도 있습니다. 되게 넓어요. 모니터, 책상도 있습니다. 의자가 두 개 있습니다. 이 모니터와 책상을 제가 논문을 쓰기 위해서 산 거예요.",33.62,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-LAR027-1500954.wav,TS_Speech_sound_1.zip,담배 피는 사람 수가 매년 증가 있다.,담배 피는 사람 수가 매년 증가했다,5.94,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,3
06874-F-94-EN-A-ATQ105-2456069.wav,TS_Speech_sound_1.zip,저는 보통 인터넷에서 쇼핑을 해요. 왜냐면 제가 지금 사는 것이 주변에 그거 옷을 가게를 많지 않아요. 제가 좋아하는 옷을 좀 특별하고 이이키 평소에 자주 보지 않는 옷이 때문에 보통은 인터네에서 사요. 그리고 인터네에서 산 옷을 이 헌블러 되게 편합니다.,저는 보통 인터넷에서 쇼핑을 해요. 왜냐하면 제가 지금 사는 것이 주변에 옷을 가게를 많지 않아요. 제가 좋아하는 옷을 좀 특별하고 평소에 자주 보지 않는 옷이기 때문에 보통은 인터넷에서 사요. 그리고 인터넷에서 산 옷을 이 험블러 되게 편합니다,33.9,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-SSO101-2456294.wav,TS_Speech_sound_1.zip,생각에는 사람들이 행복하게 살기 위해 가장 중요한 것은 건강이라고 생각합니다. 왜나하면 건강 모든 것을 시작 이라고 생각합니다. 우선 몸이 건강해야 가수도 생길 수 있고 친구도 살필 수 있고 사랑도 받을 수 있고 사랑도 할 수 있고 또는 건강해야 일을 할 수 있어서 그래야 돈을 벌 수 있다고 생각합니다. 그래서 건강하지 않으면 모두 다 없어질 거라고 생각합니다. 건강하지 않으면 병원에서 평생을 보내게 됐고 가족이나 친구 일 신기업 덩도 다 사라 질 거라고 생각합니다. 그래서 개인에게 가장 중요한 것은 건강이라고 생각합니다. 그래서 저는 평소에도 건강을 많이 챙기는 사람입니다.,생각에는 사람들이 행복하게 살기 위해 가장 중요한 것은 건강이라고 생각합니다. 왜냐하면 건강은 모든 것을 시작이라고 생각합니다. 우선 몸이 건강해야 가수도 생길 수 있고 친구도 살길 수 있고 사랑도 받을 수 있고 사랑도 할 수 있고 또는 건강해야 일을 할 수 있어서 그래야 돈을 벌 수 있다고 생각합니다. 그래서 건강하지 않으면 모두 다 없어질 거라고 생각합니다. 건강하지 않으면 병원에서 평생을 보내게 되고 가족이나 친구 일신지옥 덤도 다 사라질 거라고 생각합니다. 그래서 개인에게 가장 중요한 것은 건강이라고 생각합니다. 그래서 저는 평소에도 건강을 많이 챙기는 사람입니다.,60.28,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,4,4
06874-F-94-EN-A-LAR007-1500767.wav,TS_Speech_sound_1.zip,저녁 식사를 하고 나서 잠을 잤다.,저녁 식사를 하고 나서 잠을 잤다,4.09,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,4
06874-F-94-EN-A-ATQ029-1521871.wav,TS_Speech_sound_1.zip,보통 인터네에서 쇼핑해요. 왜냐하면 인터네에서 소핑하면은 무료를 바꿀 수 있어요. 사이즈가 안 맞으면 거의 십팔일 시간에 네 무료를 바꿀 수 있습니다. 그래서 항상 여러 가지 사이즈를 구매를 해서 네 집에서 좀 입어서 네 그 사이즈를 교정을 해요.,보통 인터넷에서 쇼핑해요. 왜냐하면 인터넷에서 쇼핑하면 무료를 바꿀 수 있어요. 사이즈가 안 맞으면 거의 18시간에 무료를 바꿀 수 있습니다. 그래서 항상 여러가지 사이즈를 구매해서 집에서 입어서 사이즈를 교정해요,37.52,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-SPT103-2456186.wav,TS_Speech_sound_1.zip,기억에 남는 여행은 얼마 전 친구들과 리블프에 여행 다녀온 거예요. 리블프는 비트즈에 고향이에요. 그 여행이 왜 특별한 기억에 남는에 이유는 일단 그때 날씨가 너무 안 좋았어요. 비 비가 많이 오고 너무 많이 춥고 날씨가 진짜 안 좋았어요. 근데 어 그 비 택시 타면서 어 많이 많은 것에 많은 것이 가봤습니다. 어 일단 비트즐 박물관에 가봤어요. 그다음에 비틀즈 예전에 공연 했던 팝도 갔었어요. 거기에 그 많이 좋은 노래도 듣고 되게 재밌게 즐거웠어요.,기억에 남는 여행은 얼마 전 친구들과 리블프로의 여행 다녀온 거예요. 리블프로는 비트드의 고향이에요. 그 여행이 왜 특별한 기억에 남는 이유는 일단 그때 날씨가 너무 안 좋았어요. 비가 많이 오고 또는 많이 춥고 날씨가 진짜 안 좋았어요. 근데 택시 타면서 많은 곳에 가봤습니다. 일단 비트즐 방문관에 가봤어요. 그 다음에 비틀즈 예전에 공연했던 팝도 갔었어요. 거기에 많이 좋은 노래도 듣고 되게 재밌게 즐거웠어요.,65.76,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,2,3,3
06874-F-94-EN-A-LAR011-1500801.wav,TS_Speech_sound_1.zip,아이가 키우던 개를 잃어서 슬프에요.,아이가 키우던 개를 잃어서 슬퍼해요.,6.78,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,4
06874-F-94-EN-A-LAR002-1500723.wav,TS_Speech_sound_1.zip,책이 책상 위에 있다.,책이 책상 위에 있다,3.34,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,5,0,5
06874-F-94-EN-A-LAR004-1500739.wav,TS_Speech_sound_1.zip,그 사람은 매일 샤울은 한다.,그 사람은 매일 샤워를 한다.,6.5,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,5
06874-F-94-EN-A-ATQ024-1501259.wav,TS_Speech_sound_1.zip,인터넌에서 찾아볼 거예요. 그리고 리뷰를 많이 보고 참고해 주시면 좋은 책을 걸을 수 있는 것 같아요.,인터넷에서 찾아볼 거예요 그리고 리뷰를 많이 보고 참고해 주시면 좋은 책을 고를 수 있는 것 같아요,16.35,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-ATQ022-1501132.wav,TS_Speech_sound_1.zip,오늘 검정색 티셔츠를 입었어요. 그리고 긴 바지를 입었어요.,오늘 검은색 티셔츠를 입었어요 그리고 긴 바지를 입었어요,9.75,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-LAR006-1500763.wav,TS_Speech_sound_1.zip,그 사람이 운전 할꾸지 않아.,사람이 운전할 거지 않아.,3.72,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,3
06874-F-94-EN-A-LAR015-1500826.wav,TS_Speech_sound_1.zip,나는 지 내부 검사 끝났다.,나는 지 내부 검사 끝났다.,3.99,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,0,4
06874-F-94-EN-A-LAR013-1500812.wav,TS_Speech_sound_1.zip,동물을 키우고 있는 큰 거 좋은 거 집을 사고 싶어.,동물을 키우고 있는 큰 거 좋은 거 집을 사고 싶어,5.57,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,0,3
06874-F-94-EN-A-LAR005-1500748.wav,TS_Speech_sound_1.zip,오늘 뭘 하고라고 했지?,오늘 뭘 하구라고 했지?,4.83,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,4
06874-F-94-EN-A-PDT003-1733723.wav,TS_Speech_sound_1.zip,선배님 안녕하세요? 제가 노트북을 너무 빌리고 싶 빌리 빌려 주고 싶은데 제가 다음 주에 이 숙제가 있었어요. 그래서 너트북을 저도 필요합니다. 혹시 많이 급하시면 다른 분들 다른 후배들 여쭤봐도 될까요?,선배님 안녕하세요 제가 노트북을 너무 빌려 주고 싶은데 제가 다음 주에 이 숙제가 있었어요 그래서 노트북을 저도 필요합니다 혹시 많이 급하시면 다른 분들 다른 후배들 여쭤봐도 될까요 자막제공자,29.35,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-PDT101-2456201.wav,TS_Speech_sound_1.zip,내 생각에는 열심히 공부만 하는 것도 중요 하지만 실제로 한국 친구들이 많이 사귀고 많이 대화를 나누면서 한국어를 공부하는 것도 좋아. 왜나면 교재나 책으로만 공부하 한 외국어는 실제 상황에서 사용하지 않아. 그리고 한국 드라마나 티비 프로그램을 보면서 한국어를 배우는 것도 좋으니까 한번 해 봐. 한국어를 배운다는 건 너희 머그 거니 영어를 일대 일로 한국어로 바꾸는 과정이 아니야. 한국어를 배운다는거 새로운 사고 방식이야. 외국어는 배우는게 시간이 많이 필요해. 그러니까 불편하지 말고 계속해서 한국 사람들은 찾아서 이야기를 해봐.,내 생각에는 열심히 공부만 하는 것도 중요하지만 실제로 한국 친구를 많이 사귀고 많이 대화를 나누면서 한국어를 공부하는 것도 좋아 왜냐하면 교재나 책으로만 공부한 외국어는 실제 상황에서 사용하지 않아 그리고 한국 드라마나 티비 프로그램을 보면서 한국어를 배우는 것도 좋으니까 한번 해봐 한국어를 배운다는 건 너의 머그건이 영어를 일대일로 한국어로 바꾸는 과정이 아니야 한국어를 배운다는 건 새로운 사고방식이야 외국어는 배우는 게 시간이 많이 필요해 그러니까 불편하지 말고 계속해서 한국 사람들은 찾아서 이야기를 해봐,52.01,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,4,4
06874-F-94-EN-A-PDT002-1733684.wav,TS_Speech_sound_1.zip,선생님 안녕하시니까? 다음 주에 수업에서 발표를 해야 했는데 우리 팀의 발표 순서를 바꾸고 싶습니다. 왜냐하면 우리 팀의 발표를 내용이 제가 우리가 생각하는 내용이 좀 더 늦게 발표하면 더 잘 된 것 같아서 발표 순서를 바꾸고 싶었던 신청을 했습니다.,선생님 많이 하시니까 다음 주에 수업에서 발표를 해야 했는데 우리 팀의 발표 순서를 바꾸고 싶습니다. 왜냐하면 우리 팀의 발표 내용이 우리가 생각하는 내용이 좀 더 늦게 발표하면 더 잘 된 것 같아서 발표 순서를 바꾸고 싶었던 신청을 했습니다.,37.52,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-SSO001-1522013.wav,TS_Speech_sound_1.zip,제 생각에는 사람들이 행복하게 살기 위해 사랑 더니 이 두 가지를 제일 중요한 것이 생각합니다. 왜냐하면 돈이 없으면 사기가 되게 힘들어요. 그리고 돈이 없으면 불만이 되게 많아요. 좋아하는 사람들이 같이 있으면 돈이 없으면 되게 싸우 싸움도 되게 많이 하고요. 그래서 더이 일단 제일 중요한 것을 생각을 합니다. 그다음에 사람 왜냐하면 사람들이 행복하기 위해 안정감을 필요해요. 사랑하는 사람이 있으면 둘이 같이 같이 지지하고 안정감이 생겨요. 그래서 이 사랑과 던이 제일 중요한 곳을 생각합니다.,"제 생각에는 사람들이 행복하게 살기 위해 사랑,돈이 이 두가지를 제일 중요한 것이 생각합니다. 왜냐하면 돈이 없으면 살기가 되게 힘들어요. 그리고 돈이 없으면 불만이 되게 많아요. 좋아하는 사람들이 같이 있으면 돈이 없으면 싸움도 되게 많이 하고요. 그래서 돈이 일단 제일 중요한 것을 생각합니다. 그 다음에 사람. 왜냐하면 사람들이 행복하기 위해 안정감을 필요해요. 사랑하는 사람이 있으면 둘이 같이 지지하고 안정감이 생겨요. 그래서 이 사랑과 돈이 제일 중요한 것을 생각합니다.",70.12,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,4,4
06874-F-94-EN-A-LAR017-1500852.wav,TS_Speech_sound_1.zip,내가 지금 만났던 사람은 재미가 있다.,내가 지금 만났던 사람은 재미가 있다.,4.74,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,3
06874-F-94-EN-A-LAR020-1500890.wav,TS_Speech_sound_1.zip,올해 작년보다 따뜻해지면 좋겠다.,올해 작년보다 따뜻해지면 좋겠다.,5.2,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,3
06874-F-94-EN-A-ATQ023-1501218.wav,TS_Speech_sound_1.zip,집 근처에 호텔을 두 개가 있어요. 그리고 백화점을 하나 있습니다. 그리고 집 근처에 주차장가 있고요. 큰 나무가 두 개가 있어요.,"집 근처에 어, 허텔을 두개가 있어요. 그리고 백화점을 하나 있습니다. 그리고 집 근처에 주차장 있고요. 큰 나무가 두개가 있어요.",21.73,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,3,3
06874-F-94-EN-A-LAR021-1500905.wav,TS_Speech_sound_1.zip,내 친구는 항상 옆집 아예 셋을 도바진다.,내 친구는 항상 옆지 아예 셋을 도봐진다.,9.66,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,0,4
06874-F-94-EN-A-LAR019-1500867.wav,TS_Speech_sound_1.zip,사람들이 주택 가격은 또록하게 바란다.,사람들이 주택 가격은 또록하게 바랍니다.,6.87,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,3,0,3
06874-F-94-EN-A-LAR022-1500922.wav,TS_Speech_sound_1.zip,생선 먹겄던 고양이가 강아지한테 쫓겼다.,생선 먹었던 고양이가 강아지한테 쫓겼다,7.71,94,F,Taiwan,English,Intermediate,0,0,Master’s Degree,5,0,취미(Hobby),독학(self-education),Advanced,4,0,3
